"Factor ID","Internal SKU (Dutch)","Internal SKU (NOR)","Internal SKU (DE)","Meal Name","Meal Descriptor","Dutch name","Dutch Descriptor","Danish name","DE Name","BF Code","BF Name","Internal SKU Name","Internal Nordics SKU Name","Internal DE SKU Name","STATUS","STATUS NOTES","TOTAL PC1 COST","Last 3 Runs","US L3 Run Ratings","# of Ratings","LAST WEEK RAN","TOTAL TIMES RAN","MEAL WEIGHT (g)","CALORIES","FAT (g)","SAT FAT (g)","CARBS (g)","SUGARS (g)","FIBER (g)","PROTEIN (g)","SALT (g)","SPICY?","KETO","CALORIE SMART
(Caloriebewust)","CHEF'S CHOICE (not to tag)","VEGGIE","VEGAN","PROTEIN PLUS
(Eiwitrijk)","LACTOSE FREE","PORK FREE","PROTEIN TYPE","PROTEIN (GENERAL)","PROTEIN (TYPE)","SIDE 1","SIDE 2","SIDE 3","SIDE 4 / GARNISH","SEASONALITY","CUISINE","Reason for Slot + Details","CONTAINER","Cup","INGREDIENT COST","LABOR COST","PACKAGING COST","COMAN MARKUP","Import Scores Combined","BNL","NOR","Vegetable Quantity (Cooked)","Salmon","kJ","R&D type","Swedish name","DE","MAX MEAL COST","ENERGIE (kJ/100g)","ENERGY
(Kcal/100g)","FAT (g/100g)","SAT FAT (g/100g)","CARBS (g/100g)","SUGARS (g/100g)","FIBER (g/100g)","PROTEIN (g/100g)","SALT (g/100g)","Bonfait Testing Status"
"FE4080A","","","","Maple BBQ Chicken Breast","with Mashed Potatoes, Creamed Corn & Green Bean Casserole","Maple BBQ kipfilet","met aardappelpuree, romige maïs en sperziebonen","BBQ-kylling med ahornsirup","Hähnchenbrust in Ahorn-Barbecue-Glasur","565257","HF Kipfilet met maple BBQ saus","#N/A","#N/A","#N/A","Active","Salt content too high (2.14 g)","€4.25","","","","","TRUE","442","541.0","22.70","10.6","45.3","16.3","8.8","33.90","2.14","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Potato Mash","Green Beans","Corn Kernels","Other sauce","Year Round","American","","2 CT","FALSE","€2.28","€1.55","€0.42","€0.89","#REF!","#REF!","#REF!","135","","2,266.0","","","","","","","TRUE","FALSE","","","","","",""
"FE1776A","CON-40-154564-4","CON-00-154557-2","CON-00-154550-2","Fire-Roasted Tomato & Feta Shrimp","with Lemon Dill Rice & Zucchini","Garnalen met geroosterde tomaat & feta","met citroen-dille-rijst en courgette","Rejer med grillede tomater og feta","Feuergeröstete Tomaten- und Feta-Garnelen","565229","HF Garnaal tomaat feta saus","FA-NL Garnalen met geroosterde tomaat & feta (FE1776)","FA-NO Rejer med grillede tomater og feta (FE1776)","FA-DE Feuergeröstete Tomaten- und Feta-Garnelen (FE1776)","Active","Very high salt content","€4.79","","","","","TRUE","429","400.0","14.10","4.0","38.4","10.2","6.6","27.10","2.23","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Shrimp","Shrimp","","Rice","Zucchini Half Moon","Cherry Tomatoes","Tomato Based Sauce","Year Round","Greek","","2 CT","FALSE","€2.99","€1.39","€0.41","€0.89","2.83","2.78","2.88","192","","1,679.0","","","","","","New","FALSE","TRUE","","","","","",""
"FE1429A","CON-40-154566-4","CON-00-154558-2","CON-00-154559-2","Athenian-Style Feta Chicken","with Polenta, Zucchini & Grape Tomatoes","Kip met feta in Atheense stijl","met polenta, courgette & cherrytomaatjes","Græsk-inspireret kylling med feta","Hähnchen nach Athener Art mit Feta","565230","HF Atheense kip met feta saus","FA-NL Kip met feta in Atheense stijl (FE1429)","FA-NO Græsk-inspireret kylling med feta (FE1429)","FA-DE Hähnchen nach Athener Art mit Feta (FE1429)","Active","","€4.85","","","","","TRUE","389","472.0","23.10","11.3","26.9","17.9","3.7","37.40","2.02","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Polenta/Grits","Zucchini Half Moon","Cherry Tomatoes","Creamy Sauce Base","Year Round","Greek","","2 CT","FALSE","€3.00","€1.45","€0.41","€0.89","3.23","3.19","3.18","154","","1,978.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE1829A","CON-40-154572-4","CON-00-155001-2","CON-00-155000-2","Shakshuka-Style Chicken","with Apricot Quinoa & Chermoula Veggies","Kip in shakshuka-stijl","met quinoa met abrikoos & chermoula-groenten","Shakshuka-inspireret kylling","Shakshuka-Style Hähnchen","565227","HF Shakshuka-Style Chicken","FA-NL Kip in shakshuka-stijl (FE1829)","FA-NO Shakshuka-inspireret kylling (FE1829)","FA-DE Shakshuka-Style Hähnchen (FE1829)","Hold","","€4.27","","","","","TRUE","419","463.0","18.50","3.0","40.5","12.3","8.5","29.90","1.98","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Chicken breast","Chicken","Breast","Quinoa","Pepper Mix","Tomato Based Sauce","","Year Round","Middle Eastern - North African","","2 CT","FALSE","€2.82","€1.49","€0.41","€0.89","2.95","3.02","3.08","153","","1,938.0","","","","","","Hold","FALSE","TRUE","","","","","",""
"FE1646A","CON-40-154567-4","","","Shrimp with Lemon Garlic Sauce & Spanakopita Style Rice","with Cauli, Zucchini & Balsamic Tomatoes","Garnalen met citroen-knoflooksaus & spanakopitarijst","met bloemkool, courgette & balsamico-tomaten","Rejer med citron- og hvidløgssauce og spanakopita-inspirerede ris","Garnelen mit Zitronen-Knoblauch-Sauce & Spanakopita-Reis","565235","HF Spanakopita garnaal rijst","FA-NL Garnalen met citroen-knoflooksaus & spanakopitarijst (FE1646)","#N/A","#N/A","Active","","€5.18","","","","","TRUE","384","416.0","21.50","8.5","25.4","7.9","4.4","28.40","1.92","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Shrimp","Shrimp","","Rice","Zucchini Half Moon","Cauliflower Florets","Creamy Sauce Base","Year Round","Greek","","2 CT","FALSE","€3.08","€1.70","€0.41","€0.89","#REF!","#REF!","#REF!","159","","1,744.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE1633A","CON-40-154568-4","","","Lemon Herb Grilled Chicken","with Grape Tomatoes, Quinoa-Rice Blend & Broccoli","Gegrilde kip met citrus en kruiden","met kerstomaten, quinoa-rijstmix & broccoli","Citron- og urtegrillet kylling","Zitronen-Kräuter-Hähnchen","565232","HF Lemon herb grilled chicken","FA-NL Gegrilde kip met citrus en kruiden (FE1633)","#N/A","#N/A","Active","","€4.82","","","","","TRUE","389","446.0","20.40","3.7","29.8","5.8","8.1","31.60","1.96","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Chicken breast","Chicken","Breast","Quinoa","Broccoli","Cherry Tomatoes","Cupped Sauce","Year Round","Greek","","2 CT","TRUE","€2.70","€1.68","€0.44","€0.89","#REF!","#REF!","#REF!","159","","1,864.0","","","","","","New","FALSE","TRUE","","","","","",""
"FE0121C","CON-40-143697-4","CON-00-147818-2","CON-00-136641-3","Mexican style corn cake","with vegetarian chili, sweet potato and jalapeño cream","Mexicaanse stijl maïscake","met vegetarische chili, zoete aardappel en jalapeño-crème","Mexicansk-inspireret majskage","Mexikanischer Maiskuchen","565023","HF Mex.stijl maiscake","FA-NL Mexicaanse stijl maïscake [FE0121]","FA-NO Mexicansk majskage (FE0121)","FA-DE Mexikanische Mais-Bowl (FE0121)","Active","","€4.00","","","","","TRUE","390","586.0","27.40","9.8","63.7","21.8","15.5","16.70","1.99","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Vegetarian","Vegetarian","Legumes","Veggie-based Cake","Mixed Beans","Sweet Potato","Pepper Mix","Year Round","Mexican","","2 CT","TRUE","€1.58","€1.14","€0.39","€0.89","3.08","3.16","2.75","132","","2,448.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0713B","CON-40-143695-4","CON-00-147854-2","CON-00-136671-3","Cabbage in cheese sauce with minced beef","with spicy garlic green beans and red peppers","Rundvlees met gesmolten kaas en kool","met pittige knoflook-sperziebonen en rode paprika","Kål i ostesauce med hakket oksekød","Wirsing in Käsesauce mit Hackfleisch","565240","HF RW Kool in kaassaus","FA-NL Kool in kaassaus met rundergehakt (FE0713)","FA-NO Savoykål i ostesauce med hakket oksekød (FE0713)","FA-DE Kohl in Hackfleisch-Käsesauce (FE0713)","Active","","€4.71","","","","","TRUE","351","555.0","42.30","18.0","13.4","9.3","7.4","26.60","2.04","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ground beef","Beef","Ground","Cabbage","Green Beans","Pepper Mix","Cheese","Year Round","American","","2 CT","FALSE","€2.48","€0.98","€0.36","€0.89","3.37","3.38","3.30","198","","2,316.0","","","","","","Proven","FALSE","FALSE","","","","","",""
"FE1072B","CON-40-143777-4","CON-00-147864-2","CON-00-136696-3","Pork tenderloin in spicy ancho chili sauce","with tomato rice, zucchini and corn","Varkenshaas in pittige ancho chili-saus","met tomaten-rijst, courgette en maïs","Svinemørbrad i ancho- og chilisauce","Schweinefilet in würziger Ancho-Chili-Sauce","565095","HF V.haas pittige ancho chili","FA-NL Varkenshaas in pittige ancho chili-saus (FE1072)","FA-NO Svinemørbrad i spicy ancho chili sauce (FE1072)","FA-DE Schweinefilet in scharfer Ancho-Chili-Sauce (FE1072)","Active","","€5.01","","","","","TRUE","399","413.0","15.30","2.9","37.4","11.2","6.0","28.40","2.02","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Pork tenderloin","Pork","Tenderloin","Rice","Zucchini Diced","Corn Kernels","","Year Round","Mexican","","2 CT","FALSE","€2.54","€1.22","€0.36","€0.89","3.28","3.34","3.23","179","","1,722.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE0689A","CON-40-154570-4","CON-00-154998-2","CON-00-154999-2","Keema-inspired Beef Curry","with Brown Basmati Rice & Cilantro-Cumin Cauliflower","Keema-stijl rundercurry","met bruine basmatirijst & koriander-komijnbloemkool","Keema-inspireret oksecurry","Keema-inspiriertes Rindercurry","565204","HF Kruidig rundergehakt","FA-NL Keema-stijl rundercurry (FE0689)","FA-NO Keema-inspireret oksecurry (FE0689)","FA-DE Keema-inspiriertes Rindercurry (FE0689)","Active","","€3.73","","","","","TRUE","399","410.0","20.20","8.8","34.2","3.7","6.5","19.20","2.03","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Ground beef","Beef","Ground","Rice","Cauliflower Florets","Potato Non-Mash","Peas","Year Round","Indian","","2 CT","FALSE","€2.00","€1.33","€0.41","€0.89","2.77","2.91","2.38","146","","1,716.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE4066A","CON-40-152018-4","CON-00-152039-2","CON-00-152038-2","Thai Style Green Curry Salmon","with Brown Rice, Carrots, and Green Beans","Zalm in curry in Thaise stijl","met basmatirijst, wortel & sperziebonen","Laks i grøn thai-curry","Lachs in grünem Thai Style Curry","565218","HF Thaise curry Zalm","FA-NL Zalm in curry in Thaise stijl (FE4066)","FA-NO Laks i grøn thai-curry (FE4066)","FA-DE Lachs in grünem Thai Style Curry (FE4066)","Active","","€6.29","","","","","TRUE","429","667.0","38.70","13.9","39.3","9.8","8.7","33.40","1.99","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Salmon","Salmon","Fillet","Rice","Green Beans","Carrots","Other sauce","Year Round","Thai","","2 CT","FALSE","€4.02","€1.44","€0.41","€0.89","3.22","3.23","2.99","142","","2,787.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE1801A","","","","Red Pepper & Artichoke Shrimp Bowl","with Zucchini & Basil Vinaigrette","Garnalenbowl met rode paprika & artisjok","met courgette & basilicumvinaigrette","Bowl med rejer, peberfrugt og artiskok","Bowl mit Garnelen, roter Paprika & Artischocken","565239","HF Garnaal paprika artisj bowl","#N/A","#N/A","#N/A","Active","","€5.76","","","","","TRUE","429","408.0","17.00","3.1","33.0","8.9","6.9","28.20","2.02","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Shrimp","Shrimp","","Rice","Zucchini Diced","Pepper Mix","Cupped Sauce","Year Round","Greek","","2 CT","TRUE","€3.40","€1.93","€0.44","€0.89","#REF!","#REF!","#REF!","183","","1,710.0","","","","","","New","FALSE","TRUE","","","","","",""
"FE0031C","CON-40-143722-4","CON-00-147816-2","CON-00-136629-3","Creamy tomato risotto","with grilled courgette and peppers, fresh basil and pine nuts","Romige tomatenrisotto","met gegrilde courgette en paprika, verse basilicum en pijnboompitten","Cremet tomatrisotto","Cremiges Tomaten-Risotto","565244","IO HF Romige tomatenrisotto V2","FA-NL Romige Tomatenrisotto (FE0031)","FA-NO Cremet tomatrisotto (FE0031)","FA-DE Cremiges Tomaten-Risotto (FE0031)","Active","","€3.94","","","","","TRUE","401","558.0","28.10","6.4","59.0","9.1","4.8","15.20","1.95","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Vegetarian","Vegetarian","Risotto","Risotto","Cherry Tomatoes","Zucchini Diced","Pine nuts","Year Round","Italian","","2 CT","TRUE","€1.74","€0.92","€0.39","€0.89","3.25","3.23","3.29","166","","2,336.0","","","","","","Active - Rework","FALSE","FALSE","","","","","",""
"FE1712A","CON-40-155190-4","CON-00-155187-2","CON-00-155186-2","Fiery Kung Pao Peanut Chicken","with Brown Rice & Green Beans","Pittige Kung Pao-kip met pinda","met basmatirijst en sperziebonen","Kung pao-kylling med peanuts","Feuriges Kung-Pao-Hähnchen mit Erdnüssen","565250","HF Kung pao peanut chicken","FA-NL Pittige Kung Pao-kip met pinda (FE1712)","FA-NO Kung pao-kylling med peanuts (FE1712)","FA-DE Feuriges Kung-Pao-Hähnchen mit Erdnüssen (FE1712)","Hold - Rework","","€4.87","","","","","TRUE","436","579.0","25.50","4.2","46.2","10.6","9.7","36.80","1.96","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Diced chicken","Chicken","Pieces","Rice","Green Beans","Zucchini Diced","Other sauce","Year Round","Chinese","","2 CT","FALSE","€2.89","€1.55","€0.42","€0.89","3.09","3.11","2.98","135","","2,425.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE0092B","CON-40-155023-4","CON-00-155019-2","CON-00-155020-2","Tunisian-Style Beef & Tomato Stew","with Roasted Yellow Beets","Tunesische stijl runder- en tomatenstoof","met geroosterde gele biet","Tunisisk-inspireret okse- og tomatgryde","Rind-Tomaten-Eintopf nach tunesischer Art","565180","HF Tunesian-style Beef Stew","FA-NL Tunesische stijl runder- en tomatenstoof (FE0092)","FA-NO Tunisisk-inspireret okse- og tomatgryde (FE0092)","FA-DE Rind-Tomaten-Eintopf nach tunesischer Art (FE0092)","Active","","€3.62","","","","","TRUE","404","485.0","16.30","5.2","59.0","17.3","11.2","19.10","1.99","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Ground beef","Beef","Ground","Rice","Beets","Sweet Potato","Tomato Based Sauce","Year Round","Tunisian","","2 CT","FALSE","€1.93","€1.28","€0.41","€0.89","3.05","3.13","3.20","174","","2,032.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE0336B","","","","Chicken and Basil Pasta","with Balsamic Roasted Green Beans & Grape Tomatoes","Pasta met kip en basilicum","met balsamico-geroosterde sperziebonen en cherrytomaten","Pasta med kylling og basilikum","Hähnchen-Basilikum-Pasta","565248","HF Pulled chicken pasta pesto","#N/A","#N/A","#N/A","Active","","€4.30","","","","","TRUE","427","669.0","35.70","11.5","45.8","15.7","9.3","37.70","2.02","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Shredded chicken","Chicken","Pulled","Pasta","Green Beans","Cherry Tomatoes","Creamy Sauce Base","Year Round","Italian","","2 CT","FALSE","€2.42","€1.45","€0.42","€0.89","#REF!","#REF!","#REF!","121","","2,792.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE4072A","CON-40-155236-4","CON-00-155261-2","CON-00-155262-2","Chicken & Eggplant Mozzarella Pomodoro","with Roasted Broccoli & Cauliflower","Kip & aubergine in mozzarella-pomodorosaus","met geroosterde broccoli & bloemkool","Pomodoro med kylling, aubergine og mozzarella","Hähnchen-Auberginen-Pomodoro mit Mozzarella","565249","HF Kip Mozzarella Aubergine","FA-NL Kip & aubergine in mozzarella-pomodorosaus (FE4072)","FA-NO Pomodoro med kylling, aubergine og mozzarella (FE4072)","FA-DE Hähnchen-Auberginen-Pomodoro mit Mozzarella (FE4072)","Hold - Rework","","€4.74","","","","","TRUE","416","424.0","21.20","4.8","22.2","6.8","5.7","33.20","2.04","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Diced chicken","Chicken","Pieces","Aubergine","Potato Non-Mash","Tomato Based Sauce","Cheese","Year Round","Italian","","2 CT","FALSE","€2.98","€1.34","€0.42","€0.89","2.93","2.97","2.96","201","","1,770.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE0959A","CON-40-155463-4","CON-00-155388-2","CON-00-155387-2","Creamy Pistou Pork Tenderloin","with Herby Apricot Rice & Carrots","Romige pistou varkenshaas","met kruidige rijst met abrikoos & wortelen","Svinefilet i cremet pistou-sauce","Schweinefilet mit cremigem Pistou","565256","HF Varkenshaas romige pesto","FA-NL Romige pistou varkenshaas (FE0959)","FA-NO Cremet pistou-svinefilet (FE0959)","FA-DE Schweinefilet mit cremigem Pistou (FE0959)","Active","On hold after W13","€4.52","","","","","TRUE","393","587.0","29.10","8.2","47.1","12.1","7.9","30.60","1.98","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Pork tenderloin","Pork","Tenderloin","Rice","Green Beans","Carrots","Cupped Sauce","Year Round","French","","2 CT","TRUE","€2.22","€1.84","€0.46","€0.89","2.90","2.85","2.93","128","","2,450.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE0849B","CON-40-143654-4","CON-00-147860-2","CON-00-136657-3","Courgette-spaghetti bolognese","with minced beef, mushrooms and mozzarella","Courgette-spaghetti bolognese","met rundergehakt, champignons en mozzarella","Zucchini-spaghetti bolognese","Zucchini-Spaghetti Bolognese","565260","HF RW Courgette-spagh bolognes","FA-NL Courgette-spaghetti bolognese (FE0849)","FA-NO Squash-spaghetti bolognese (FE0849)","FA-DE Zucchini-Spaghetti Bolognese (FE0849)","Active","","€4.63","","","","","TRUE","353","622.0","50.70","17.6","14.2","11.9","5.2","24.50","2.25","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ground beef","Beef","Ground","Zucchini Noodles","Mushrooms","Tomato Based Sauce","Cheese","Year Round","Italian","","2 CT","FALSE","€2.80","€1.40","€0.42","€0.89","3.31","3.33","3.27","199","","2,586.0","","","","","","Active - Rework","FALSE","FALSE","","","","","",""
"FE4081A","CON-40-155635-4","CON-00-155634-2","CON-00-155633-2","Cajun Chicken, Tomato Gravy & Mashed Potatoes","with Garlic Green Beans & Honey Carrots","Cajun kip, tomatenjus en aardappelpuree","met knoflook sperziebonen en honingworteltjes","Cajun-krydret kylling med tomatsauce og kartoffelmos","Cajun-Hähnchen mit Tomatensauce & Kartoffelpüree","565255","HF Cajun chicken tomato gravy","FA-NL Cajun kip, tomatenjus en aardappelpuree (FE4081)","FA-NO Cajun-krydret kylling med tomatsauce og kartoffelmos (FE4081)","FA-DE Cajun-Hähnchen mit Tomatensauce & Kartoffelpüree (FE4081)","Active","Salt content is too high","€4.32","","","","","TRUE","434","484.0","25.70","12.9","29.0","11.9","8.9","30.50","2.24","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Potato Mash","Green Beans","Carrots","Tomato Based Sauce","Year Round","American - Cajun","","2 CT","FALSE","€2.56","€1.34","€0.42","€0.89","3.33","3.32","3.34","154","","2,028.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE4049B","CON-40-143719-4","CON-00-147901-2","CON-00-138152-2","Red chile pulled pork","with corncake, bell pepper and courgette","Rode chili & pulled pork ","met maiscake, paprika en courgette","Chilikryddet pulled pork","Pulled Pork mit roter Chilisauce","565130","HF Rode Chili & Pulled Pork","FA-NL Rode chili & pulled pork (FE40490","FA-NO Pulled pork i rød chilisauce (FE4049)","FA-DE Pulled Pork-Chilli-Bow (FE4049)","Active","","€4.05","","","","","TRUE","409","526.0","26.20","11.4","37.8","16.8","9.8","31.50","1.92","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Shredded pork","Pork","Shredded","Veggie-based Cake","Mixed Beans","Corn Kernels","Zucchini Diced","Year Round","Mexican","","2 CT","FALSE","€2.08","€1.55","€0.42","€0.89","3.30","3.31","3.29","206","","2,202.0","","","","","","Active - Rework","FALSE","FALSE","","","","","",""
"FE4015B","CON-40-143658-4","CON-00-147878-2","CON-00-136674-3","Grilled chicken and ratatouille","with mozzarella, potato wedges and garlic sauce","Gegrilde kipfilet en ratatouille","met mozzarella, aardappelpartjes en knoflooksaus","Grillet kylling med ratatouille","Gegrilltes Hähnchen mit Ratatouille","565072","HF Kipfilet met Ratatouille","FA-NL Gegrilde kipfilet & ratatouille (FE4015)","FA-NO Grillet kylling og ratatouille (FE4015)","FA-DE Grillhähnchen und Ratatouille (FE4015)","Active","","€4.56","","","","","TRUE","429","439.0","19.00","5.9","33.5","12.5","6.1","31.00","2.01","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Zucchini Diced","Tomato Based Sauce","Pepper Mix","Potato Non-Mash","Year Round","French","","2 CT","TRUE","€2.73","€1.37","€0.46","€0.89","3.34","3.37","3.20","167","","1,838.0","","","","","","Active - Rework","FALSE","FALSE","","","","","",""
